College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website
Vidyalankar Institute of Technology,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",433583.3333333333,3.41,,Private,No,Not Available,www.vit.edu.in
KJ Somaiya College of Engineering,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",492272.7272727273,3.03,,"Private -
 Autonomous",No,No,"www.somaiya.ed
 u"
Bharati Vidyapeeth Deemed University College of Engineering,ELECTRONICS ENGINEERING,Pune,Maharashtra,"Bharati Vidyapeeth, Pune",341931.0344827586,0,151.0,Private,No,No,www.bvucoepun e.edu.i
Ramrao Adik Institute of Technology,ELECTRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",401153.8461538461,3.09,,Private,No,Not Available,www.rait.ac.in
KIIT College of Engineering,ENVIRONMENTAL ENGINEERING,Maruti Kunj,Haryana,"Maharshi Dayanand University, Rohtak",248875.0,0,,"Private -
 Autonomous",No,No,www.kitcoek.in
Symbiosis Institute of Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Symbiosis International University, Pune",766428.5714285715,0,,Private,No,No,"www.sitpune.edu
 .in"
KK Wagh Institute of Engineering Education and Research,INFORMATION TECHNOLOGY,Nashik,Maharashtra,"Savitribai Phule Pune University, Pune",267722.22222222225,0,,Private,No,No,"www.engg.kkwag
 h.edu."
Sinhgad Institute of Technology,INFORMATION TECHNOLOGY,Lonavala,Maharashtra,"Savitribai Phule Pune University, Pune",352777.7777777777,0,,Private,No,No,www.sinhgad.ed u
Dr. Babasaheb Ambedkar Technological University,INFORMATION TECHNOLOGY,Lonere,Maharashtra,Not Available,279052.1327014218,0,,Government,No,Not Available,www.dbatu.ac.in
NBN Sinhgad Technical Institutes Campus,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",352750.0,0,,Private,No,No,"www.sinhgad.ed
 u"
KDK College of Engineering,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",282222.22222222225,0,,Private,No,No,www.kdkce.edu.i n
Walchand Institute of Technology,INFORMATION TECHNOLOGY,Solapur,Maharashtra,"Solapur University, Solapur",357692.3076923077,3.26,,Private,No,No,"www.witsolapur.
 org"
Bharati Vidyapeeth Deemed University College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Bharati Vidyapeeth, Pune",341931.0344827586,0,151.0,Private,No,No,www.bvucoepun e.edu.i
Fr C Rodrigues Institute of Technology,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",437750.0,0,,Private,No,No,www.fcrit.ac.in
Bharati Vidyapeeth College of Engineering,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",315875.0,0,,Private,No,No,"www.bvcoenm.or
 g.in"
Sinhgad Institute of Technology and Science,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",348285.71428571426,0,,Private,No,No,www.sinhgad.ed u
Finolex Academy of Management and Technology,INFORMATION TECHNOLOGY,Ratnagiri,Maharashtra,"University of Mumbai, Mumbai",261750.0,0,,Private,No,No,www.famt.ac.in
Shri Sant Gajanan Maharaj College of Engineering,INFORMATION TECHNOLOGY,Shegaon,Maharashtra,"Sant Gadge Baba Amravati University, Amravati",284200.0,0,,Private,No,No,www.ssgmce.org
Sinhgad Academy of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",302923.07692307694,0,,Private,No,No,www.sinhgad.ed u
KJ Somaiya Institute of Engineering and Information Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",516000.0,3.21,,Private,No,Not Available,www.somaiya.ed u/kjsi
Government College of Engineering,INFORMATION TECHNOLOGY,Aurangabad,Maharashtra,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",199963.0434782609,0,,Government,No,No,www.gec.ac.in
Pune Vidyarthi Griha's College of Engineering and Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",394500.0,0,,Private,No,No,"www.pvgcoet.ac.i
 n"
Priyadarshini College of Engineering,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",331714.28571428574,0,,Private,No,Not Available,www.pce.ltjss.net
Mahatma Gandhi Mission's Jawaharlal Nehru Engineering College,INFORMATION TECHNOLOGY,Aurangabad,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",366875.0,0,,Private,No,No,www.jnec.org
Amrutvahini College of Engineering,INFORMATION TECHNOLOGY,Sangamner,Maharashtra,"Savitribai Phule Pune University, Pune",265400.0,0,,Private,No,No,www.avcoe.org
Army Institute of Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",591800.0,3.06,,Private,No,Not Available,-
Vidyalankar Institute of Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",433583.3333333333,3.41,,Private,No,Not Available,www.vit.edu.in
KJ Somaiya College of Engineering,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",492272.7272727273,3.03,,"Private -
 Autonomous",No,No,"www.somaiya.ed
 u"
Ramrao Adik Institute of Technology,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",401153.8461538461,3.09,,Private,No,Not Available,www.rait.ac.in
St. Francis Institute of Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",408428.5714285715,0,,Private,No,Not Available,www.sfitengg.org
DY Patil College of Engineering,INFORMATION TECHNOLOGY,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",375352.9411764706,3.06,,Private,No,No,"www.dypcoeakur
 di.ac."
Smt Kashibai Navale College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",296133.3333333333,0,,Private,No,No,"www.sinhgad.ed
 u"
DY Patil College of Engineering,INSTRUMENTATION & CONTROL ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",375352.9411764706,3.06,,Private,No,No,"www.dypcoeakur
 di.ac."
Bharati Vidyapeeth College of Engineering,INSTRUMENTATION ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",315875.0,0,,Private,No,No,"www.bvcoenm.or
 g.in"
Ramrao Adik Institute of Technology,INSTRUMENTATION ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",401153.8461538461,3.09,,Private,No,Not Available,www.rait.ac.in
Dr. Babasaheb Ambedkar Technological University,MECHANICAL ENGINEERING,Lonere,Maharashtra,Not Available,279052.1327014218,0,,Government,No,Not Available,www.dbatu.ac.in
St. Francis Institute of Technology,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",408428.5714285715,0,,Private,No,Not Available,www.sfitengg.org
Fr C Rodrigues Institute of Technology,MECHANICAL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",437750.0,0,,Private,No,No,www.fcrit.ac.in
Shri Sant Gajanan Maharaj College of Engineering,MECHANICAL ENGINEERING,Shegaon,Maharashtra,"Sant Gadge Baba Amravati University, Amravati",284200.0,0,,Private,No,No,www.ssgmce.org
Government College of Engineering,MECHANICAL ENGINEERING,Aurangabad,Maharashtra,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",199963.0434782609,0,,Government,No,No,www.gec.ac.in
Army Institute of Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",591800.0,3.06,,Private,No,Not Available,-
Symbiosis Institute of Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Symbiosis International University, Pune",766428.5714285715,0,,Private,No,No,"www.sitpune.edu
 .in"
KK Wagh Institute of Engineering Education and Research,MECHANICAL ENGINEERING,Nashik,Maharashtra,"Savitribai Phule Pune University, Pune",267722.22222222225,0,,Private,No,No,"www.engg.kkwag
 h.edu."
Modern Education Society's College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",348285.71428571426,0,,Private,No,No,"www.mescoepun
 e.org"
NBN Sinhgad Technical Institutes Campus,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",352750.0,0,,Private,No,No,"www.sinhgad.ed
 u"
KIIT College of Engineering,MECHANICAL ENGINEERING,Maruti Kunj,Haryana,"Maharshi Dayanand University, Rohtak",248875.0,0,,"Private -
 Autonomous",No,No,www.kitcoek.in
Dr. DY Patil Institute of Engineering Management and Research,MECHANICAL ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",307000.0,0,,Private,No,No,"www.dypiemr.ac.
 in"
KJ Somaiya College of Engineering,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",492272.7272727273,3.03,,"Private -
 Autonomous",No,No,"www.somaiya.ed
 u"
DY Patil College of Engineering,MECHANICAL ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",375352.9411764706,3.06,,Private,No,No,"www.dypcoeakur
 di.ac."
KDK College of Engineering,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",282222.22222222225,0,,Private,No,No,www.kdkce.edu.i n
Walchand Institute of Technology,MECHANICAL ENGINEERING,Solapur,Maharashtra,"Solapur University, Solapur",357692.3076923077,3.26,,Private,No,No,"www.witsolapur.
 org"
Bharati Vidyapeeth Deemed University College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Bharati Vidyapeeth, Pune",341931.0344827586,0,151.0,Private,No,No,www.bvucoepun e.edu.i
RC Patel Institute of Technology,MECHANICAL ENGINEERING,Shirpur,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",416000.0,0,,Private,No,No,www.rcpit.ac.in
Bharati Vidyapeeth College of Engineering,MECHANICAL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",315875.0,0,,Private,No,No,"www.bvcoenm.or
 g.in"
KE Society's Rajarambapu Institute of Technology,MECHANICAL ENGINEERING,Uran Islampur,Maharashtra,"Shivaji University, Kolhapur",323136.36363636365,3.1,,Private,No,Not Available,www.ritindia.edu
Finolex Academy of Management and Technology,MECHANICAL ENGINEERING,Ratnagiri,Maharashtra,"University of Mumbai, Mumbai",261750.0,0,,Private,No,No,www.famt.ac.in
Pune Vidyarthi Griha's College of Engineering and Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",394500.0,0,,Private,No,No,"www.pvgcoet.ac.i
 n"
Priyadarshini College of Engineering,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",331714.28571428574,0,,Private,No,Not Available,www.pce.ltjss.net
Mahatma Gandhi Mission's Jawaharlal Nehru Engineering College,MECHANICAL ENGINEERING,Aurangabad,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",366875.0,0,,Private,No,No,www.jnec.org
Amrutvahini College of Engineering,MECHANICAL ENGINEERING,Sangamner,Maharashtra,"Savitribai Phule Pune University, Pune",265400.0,0,,Private,No,No,www.avcoe.org
Sinhgad Institute of Technology and Science,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",348285.71428571426,0,,Private,No,No,www.sinhgad.ed u
Sinhgad Academy of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",302923.07692307694,0,,Private,No,No,www.sinhgad.ed u
Sinhgad Institute of Technology,MECHANICAL ENGINEERING,Lonavala,Maharashtra,"Savitribai Phule Pune University, Pune",352777.7777777777,0,,Private,No,No,www.sinhgad.ed u
Smt Kashibai Navale College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",296133.3333333333,0,,Private,No,No,"www.sinhgad.ed
 u"
Dr. Babasaheb Ambedkar Technological University,PETROCHEMICAL ENGINEERING,Lonere,Maharashtra,Not Available,279052.1327014218,0,,Government,No,Not Available,www.dbatu.ac.in
Pune Vidyarthi Griha's College of Engineering and Technology,PRINTING TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",394500.0,0,,Private,No,No,"www.pvgcoet.ac.i
 n"
KK Wagh Institute of Engineering Education and Research,PRODUCTION ENGINEERING,Nashik,Maharashtra,"Savitribai Phule Pune University, Pune",267722.22222222225,0,,Private,No,No,"www.engg.kkwag
 h.edu."
Bharati Vidyapeeth Deemed University College of Engineering,PRODUCTION ENGINEERING,Pune,Maharashtra,"Bharati Vidyapeeth, Pune",341931.0344827586,0,151.0,Private,No,No,www.bvucoepun e.edu.i
Amrutvahini College of Engineering,PRODUCTION ENGINEERING,Sangamner,Maharashtra,"Savitribai Phule Pune University, Pune",265400.0,0,,Private,No,No,www.avcoe.org
DY Patil College of Engineering,PRODUCTION ENGINEERING (SANDWICH),Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",375352.9411764706,3.06,,Private,No,No,"www.dypcoeakur
 di.ac."
Jawahar Education Society's AC Patil College of Engineering,AUTOMOBILE ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0,,Private,Yes,Yes,www.piit.ac.in
Sinhgad College of Engineering,BIOTECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
Shri Guru Gobind Singhji Institute of Engineering and Technology,CHEMICAL ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Sinhgad College of Engineering,CHEMICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
MIT Academy of Engineering,CHEMICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
Vishwakarma Institute of Technology,CHEMICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Institute of Chemical Technology,CHEMICAL ENGINEERING,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
Veermata Jijabai Technological Institute,CIVIL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Shri Guru Gobind Singhji Institute of Engineering and Technology,CIVIL ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Vishwakarma Institute of Information Technology,CIVIL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in
MIT Academy of Engineering,CIVIL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
DKTE Society's Textile and Engineering Institute,CIVIL ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
PES College of Engineering,CIVIL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Sardar Patel College of Engineering,CIVIL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",163875.0,0,,"Government
 Autonomous",Yes,Yes,www.spce.ac.in
Pimpri Chinchwad College of Engineering,CIVIL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0,,Private,Yes,Yes,"www.pccoepune.
 com"
Terna Public Charitable Trust's Terna Engineering College,CIVIL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
Walchand College of Engineering,CIVIL ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a"
Phaltan Education Society's College of Engineering,CIVIL ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0,,Private,Yes,Yes,www.sanjivanico e.org
Dr. DY Patil Institute of Engineering and Technology,CIVIL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
GH Raisoni College of Engineering,CIVIL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
Sinhgad College of Engineering,CIVIL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
Sri Prakash College of Engineering,CIVIL ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0,,Private,Yes,Not Available,www.sveri.ac.in
Rajarshi Shahu College of Engineering,CIVIL ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",288882.35294117645,0,151.0,Private,Yes,Yes,www.jspm.edu.in
Thakur College of Engineering and Technology,CIVIL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in"
Yeshwantrao Chavan College of Engineering,CIVIL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Veermata Jijabai Technological Institute,COMPUTER ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Fr Conceicao Rodrigues College of Engineering,COMPUTER ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0,,Private,Yes,Yes,"www.fragnel.ac.i
 n"
Rajarshi Shahu College of Engineering,COMPUTER ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",288882.35294117645,0,151.0,Private,Yes,Yes,www.jspm.edu.in
Phaltan Education Society's College of Engineering,COMPUTER ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0,,Private,Yes,Yes,www.sanjivanico e.org
Sinhgad College of Engineering,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
MIT Academy of Engineering,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
PES College of Engineering,COMPUTER ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,COMPUTER ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o"
Pimpri Chinchwad College of Engineering,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0,,Private,Yes,Yes,"www.pccoepune.
 com"
Terna Public Charitable Trust's Terna Engineering College,COMPUTER ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
Thakur College of Engineering and Technology,COMPUTER ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in"
Vivekanand Education Society's Institute of Technology,COMPUTER ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0,,Private,Yes,Yes,www.ves.ac.in/ve sit
Jawahar Education Society's AC Patil College of Engineering,COMPUTER ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0,,Private,Yes,Yes,www.piit.ac.in
Dr. DY Patil Institute of Engineering and Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
Vishwakarma Institute of Information Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in
SCTR's Pune Institute of Computer Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",314666.6666666667,2.71,,Private,Yes,Yes,www.pict.edu
Vishwakarma Institute of Technology,COMPUTER ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
DKTE Society's Textile and Engineering Institute,COMPUTER SCIENCE AND ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Shri Guru Gobind Singhji Institute of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Sri Prakash College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0,,Private,Yes,Not Available,www.sveri.ac.in
Walchand College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a"
GH Raisoni College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
Yeshwantrao Chavan College of Engineering,COMPUTER TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Institute of Chemical Technology,DYESTUFF TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
Veermata Jijabai Technological Institute,ELECTRICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Phaltan Education Society's College of Engineering,ELECTRICAL ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0,,Private,Yes,Yes,www.sanjivanico e.org
Shri Guru Gobind Singhji Institute of Engineering and Technology,ELECTRICAL ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Dr. DY Patil Institute of Engineering and Technology,ELECTRICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
DKTE Society's Textile and Engineering Institute,ELECTRICAL ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
PES College of Engineering,ELECTRICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Sardar Patel College of Engineering,ELECTRICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",163875.0,0,,"Government
 Autonomous",Yes,Yes,www.spce.ac.in
Sri Prakash College of Engineering,ELECTRICAL ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0,,Private,Yes,Not Available,www.sveri.ac.in
Rajarshi Shahu College of Engineering,ELECTRICAL ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",288882.35294117645,0,151.0,Private,Yes,Yes,www.jspm.edu.in
Walchand College of Engineering,ELECTRICAL ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a"
GH Raisoni College of Engineering,ELECTRICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
Yeshwantrao Chavan College of Engineering,ELECTRICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Veermata Jijabai Technological Institute,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
PES College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Vishwakarma Institute of Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Vishwakarma Institute of Information Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o"
Pimpri Chinchwad College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0,,Private,Yes,Yes,"www.pccoepune.
 com"
Terna Public Charitable Trust's Terna Engineering College,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
