College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website
PES College of Engineering,MECHANICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Lendi Institute of Engineering and Technology,MECHANICAL ENGINEERING,Jonnada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",192888.88888888888,3.02,,Private,No,No,www.lendi.org
Vishnu Institute of Technology,MECHANICAL ENGINEERING,Bhimavaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",248754.54545454544,3.51,,Private,No,No,www.vishnu.edu.i n
Srinivasa Ramanujan Institute of Technology,MECHANICAL ENGINEERING,Chedulla,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",170625.0,3.02,,Private,No,No,www.srit.ac.in
Ramachandra College of Engineering,MECHANICAL ENGINEERING,Kokkirapadu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",151499.99999999997,0,,Private,No,No,www.rcee.ac.in
Srinivasa Institute of Engineering and Technology,MECHANICAL ENGINEERING,Amalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",102769.23076923077,0,,Private,No,No,www.sriniet.edu.i n
Dhanekula Institute of Engineering and Technology,MECHANICAL ENGINEERING,Gangur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",141981.81818181818,0,,Private,No,No,www.diet.ac.in
Vignan's Lara Institute of Technology and Science,MECHANICAL ENGINEERING,Vadlamudi,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241090.9090909091,0,,Private,No,No,www.vignanlara. org
NRI Institute of Technology,MECHANICAL ENGINEERING,Gopalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",168666.6666666667,0,,Private,No,No,www.nrigroupofc olleg
Aditya Engineering College,MECHANICAL ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0,,Private - Autonomous,No,No,www.aec.edu.in
Pragati Engineering College,MECHANICAL ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",217714.2857142857,3.08,,Private - Autonomous,No,No,www.pragati.ac.i n
Sri Venkateswara College of Engineering and Technology,MECHANICAL ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",184629.41176470587,3.08,,Private,No,Not Available,www.svcetedu.or g
Sagi Ramakrishnam Raju Engineering College,MECHANICAL ENGINEERING,Bhimavaram,Andhra Pradesh,"Andhra University, Visakhapatnam",253666.66666666663,3.6,,Private - Autonomous,No,No,www.srkrec.ac.in
Aditya Engineering College,MINING ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0,,Private - Autonomous,No,No,www.aec.edu.in
Aditya Engineering College,PETROLEUM TECHNOLOGY,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0,,Private - Autonomous,No,No,www.aec.edu.in
RVR and JC College of Engineering,CHEMICAL ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",304200.0,3.19,,"Private -
 Autonomous",Yes,Yes,www.rvrjcce.ac.in
Anil Neerukonda Institute of Technology and Sciences,CHEMICAL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",281666.6666666667,3.01,,Private - Autonomous,Yes,Yes,www.anits.edu.in
Maharaj Vijayaram Gajapathi Raj College of Engineering,CHEMICAL ENGINEERING,Vizianagaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241533.3333333333,3.14,,Private - Autonomous,Yes,Yes,"www.mvgrce.edu
 .in"
Gayatri Vidya Parishad College of Engineering,CHEMICAL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",239380.9523809524,3.47,,Private - Autonomous,Yes,Yes,www.gvpce.ac.in
GMR Institute of Technology,CHEMICAL ENGINEERING,Srikakulam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",301846.1538461539,3.16,,Private - Autonomous,Yes,Yes,www.gmrit.org
JNTUA College of Engineering,CHEMICAL ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0,,Government,Yes,Not Available,www.jntuacea.ac. in
Madanapalle Institute of Technology and Science,CIVIL ENGINEERING,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
Shri Vishnu Engineering College for Women,CIVIL ENGINEERING,West Godavari,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",242500.0,3.09,,Private - Autonomous,Yes,Yes,www.svecw.edu.i n
Anil Neerukonda Institute of Technology and Sciences,CIVIL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",281666.6666666667,3.01,,Private - Autonomous,Yes,Yes,www.anits.edu.in
Raipur Institute of Technology,CIVIL ENGINEERING,Naya Raipur,Chhattisgarh,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",203526.31578947368,0,,Private,Yes,Yes,www.raghuinstec h.com
Prasad V Potluri Siddhartha Institute of Technology,CIVIL ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",276636.36363636365,3.38,,Private - Autonomous,Yes,Yes,www.pvpsiddhart ha.ac
QIS College of Engineering and Technology,CIVIL ENGINEERING,Vegamukkapalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",184450.0,0,,Private - Autonomous,Yes,Yes,www.qiscet.edu.i n
University College of Engineering,CIVIL ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",93203.58974358976,0,101.0,Government Autonomous,Yes,Yes,www.jntucek.ac..i n
Raghu Engineering College,CIVIL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",227000.0,3.06,,Private - Autonomous,Yes,Yes,www.raghuenggc ollege
JNTUA College of Engineering,CIVIL ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0,,Government,Yes,Not Available,www.jntuacea.ac. in
Aditya Institute of Technology and Management,CIVIL ENGINEERING,K Kotturu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",159875.0,0,,Private - Autonomous,Yes,Yes,www.adityatekka li.ed
Vasireddy Venkatadri Institute of Technology,CIVIL ENGINEERING,Guntur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",228857.14285714287,3.09,,Private,Yes,Yes,www.vvitguntur.c om
Sree Vidyanikethan Engineering College,CIVIL ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202090.9090909091,2.95,,Private - Autonomous,Yes,Yes,www.vidyaniketh an.ed
Maharaj Vijayaram Gajapathi Raj College of Engineering,CIVIL ENGINEERING,Vizianagaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241533.3333333333,3.14,,Private - Autonomous,Yes,Yes,"www.mvgrce.edu
 .in"
Gayatri Vidya Parishad College of Engineering,CIVIL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",239380.9523809524,3.47,,Private - Autonomous,Yes,Yes,www.gvpce.ac.in
GMR Institute of Technology,CIVIL ENGINEERING,Srikakulam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",301846.1538461539,3.16,,Private - Autonomous,Yes,Yes,www.gmrit.org
Gudlavalleru Engineering College,CIVIL ENGINEERING,Gudlavalleru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",236241.66666666663,3.07,,Private - Autonomous,Yes,Yes,www.gecgudlaval leru.
RVR and JC College of Engineering,CIVIL ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",304200.0,3.19,,"Private -
 Autonomous",Yes,Yes,www.rvrjcce.ac.in
Vignan's Institute of Information Technology,CIVIL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",251466.66666666663,3.41,,Private - Autonomous,Yes,Yes,www.vignaniit.co m
Velagapudi Ramakrishna Siddhartha Engineering College,CIVIL ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",277277.7777777777,3.17,151.0,Private - Autonomous,Yes,Yes,www.vrsiddharth a.ac.
Madanapalle Institute of Technology and Science,COMPUTER ENGINEERING,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
University College of Engineering,COMPUTER SCEINCE & ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",93203.58974358976,0,101.0,Government Autonomous,Yes,Yes,www.jntucek.ac..i n
Shri Vishnu Engineering College for Women,COMPUTER SCEINCE & ENGINEERING,West Godavari,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",242500.0,3.09,,Private - Autonomous,Yes,Yes,www.svecw.edu.i n
Madanapalle Institute of Technology and Science,COMPUTER SCIENCE & ENGINEERING,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
Raipur Institute of Technology,COMPUTER SCIENCE & ENGINEERING,Naya Raipur,Chhattisgarh,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",203526.31578947368,0,,Private,Yes,Yes,www.raghuinstec h.com
Raghu Engineering College,COMPUTER SCIENCE & ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",227000.0,3.06,,Private - Autonomous,Yes,Yes,www.raghuenggc ollege
Madanapalle Institute of Technology and Science,COMPUTER SCIENCE & TECHNOLOGY,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
JNTUA College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0,,Government,Yes,Not Available,www.jntuacea.ac. in
Prasad V Potluri Siddhartha Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",276636.36363636365,3.38,,Private - Autonomous,Yes,Yes,www.pvpsiddhart ha.ac
Aditya Institute of Technology and Management,COMPUTER SCIENCE AND ENGINEERING,K Kotturu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",159875.0,0,,Private - Autonomous,Yes,Yes,www.adityatekka li.ed
RVR and JC College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",304200.0,3.19,,"Private -
 Autonomous",Yes,Yes,www.rvrjcce.ac.in
Anil Neerukonda Institute of Technology and Sciences,COMPUTER SCIENCE AND ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",281666.6666666667,3.01,,Private - Autonomous,Yes,Yes,www.anits.edu.in
Maharaj Vijayaram Gajapathi Raj College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Vizianagaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241533.3333333333,3.14,,Private - Autonomous,Yes,Yes,"www.mvgrce.edu
 .in"
GMR Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Srikakulam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",301846.1538461539,3.16,,Private - Autonomous,Yes,Yes,www.gmrit.org
Velagapudi Ramakrishna Siddhartha Engineering College,COMPUTER SCIENCE AND ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",277277.7777777777,3.17,151.0,Private - Autonomous,Yes,Yes,www.vrsiddharth a.ac.
Vasireddy Venkatadri Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Guntur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",228857.14285714287,3.09,,Private,Yes,Yes,www.vvitguntur.c om
Gudlavalleru Engineering College,COMPUTER SCIENCE AND ENGINEERING,Gudlavalleru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",236241.66666666663,3.07,,Private - Autonomous,Yes,Yes,www.gecgudlaval leru.
Sree Vidyanikethan Engineering College,COMPUTER SCIENCE AND ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202090.9090909091,2.95,,Private - Autonomous,Yes,Yes,www.vidyaniketh an.ed
Gayatri Vidya Parishad College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",239380.9523809524,3.47,,Private - Autonomous,Yes,Yes,www.gvpce.ac.in
Vignan's Institute of Information Technology,COMPUTER SCIENCE AND ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",251466.66666666663,3.41,,Private - Autonomous,Yes,Yes,www.vignaniit.co m
QIS College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Vegamukkapalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",184450.0,0,,Private - Autonomous,Yes,Yes,www.qiscet.edu.i n
Madanapalle Institute of Technology and Science,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
Madanapalle Institute of Technology and Science,COMPUTER SCIENCE AND SYSTEMS ENGINEERING,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
Sree Vidyanikethan Engineering College,COMPUTER SCIENCE AND SYSTEMS ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202090.9090909091,2.95,,Private - Autonomous,Yes,Yes,www.vidyaniketh an.ed
Raipur Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Naya Raipur,Chhattisgarh,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",203526.31578947368,0,,Private,Yes,Yes,www.raghuinstec h.com
University College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",93203.58974358976,0,101.0,Government Autonomous,Yes,Yes,www.jntucek.ac..i n
JNTUA College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0,,Government,Yes,Not Available,www.jntuacea.ac. in
Shri Vishnu Engineering College for Women,ELECTRICAL AND ELECTRONICS ENGINEERING,West Godavari,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",242500.0,3.09,,Private - Autonomous,Yes,Yes,www.svecw.edu.i n
Maharaj Vijayaram Gajapathi Raj College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Vizianagaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241533.3333333333,3.14,,Private - Autonomous,Yes,Yes,"www.mvgrce.edu
 .in"
Gayatri Vidya Parishad College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",239380.9523809524,3.47,,Private - Autonomous,Yes,Yes,www.gvpce.ac.in
Prasad V Potluri Siddhartha Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",276636.36363636365,3.38,,Private - Autonomous,Yes,Yes,www.pvpsiddhart ha.ac
GMR Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Srikakulam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",301846.1538461539,3.16,,Private - Autonomous,Yes,Yes,www.gmrit.org
Velagapudi Ramakrishna Siddhartha Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",277277.7777777777,3.17,151.0,Private - Autonomous,Yes,Yes,www.vrsiddharth a.ac.
Aditya Institute of Technology and Management,ELECTRICAL AND ELECTRONICS ENGINEERING,K Kotturu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",159875.0,0,,Private - Autonomous,Yes,Yes,www.adityatekka li.ed
Madanapalle Institute of Technology and Science,ELECTRICAL AND ELECTRONICS ENGINEERING,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
Vasireddy Venkatadri Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Guntur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",228857.14285714287,3.09,,Private,Yes,Yes,www.vvitguntur.c om
Gudlavalleru Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Gudlavalleru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",236241.66666666663,3.07,,Private - Autonomous,Yes,Yes,www.gecgudlaval leru.
RVR and JC College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",304200.0,3.19,,"Private -
 Autonomous",Yes,Yes,www.rvrjcce.ac.in
Anil Neerukonda Institute of Technology and Sciences,ELECTRICAL AND ELECTRONICS ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",281666.6666666667,3.01,,Private - Autonomous,Yes,Yes,www.anits.edu.in
Vignan's Institute of Information Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",251466.66666666663,3.41,,Private - Autonomous,Yes,Yes,www.vignaniit.co m
QIS College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Vegamukkapalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",184450.0,0,,Private - Autonomous,Yes,Yes,www.qiscet.edu.i n
Raghu Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",227000.0,3.06,,Private - Autonomous,Yes,Yes,www.raghuenggc ollege
Sree Vidyanikethan Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202090.9090909091,2.95,,Private - Autonomous,Yes,Yes,www.vidyaniketh an.ed
University College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Hyderabad,Telangana,"Osmania University, Hyderabad",93203.58974358976,0,101.0,Government Autonomous,Yes,Yes,www.jntucek.ac..i n
Prasad V Potluri Siddhartha Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",276636.36363636365,3.38,,Private - Autonomous,Yes,Yes,www.pvpsiddhart ha.ac
Aditya Institute of Technology and Management,ELECTRONICS & COMMUNICATION ENGG,K Kotturu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",159875.0,0,,Private - Autonomous,Yes,Yes,www.adityatekka li.ed
Shri Vishnu Engineering College for Women,ELECTRONICS & COMMUNICATION ENGG,West Godavari,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",242500.0,3.09,,Private - Autonomous,Yes,Yes,www.svecw.edu.i n
Raipur Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Naya Raipur,Chhattisgarh,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",203526.31578947368,0,,Private,Yes,Yes,www.raghuinstec h.com
Vignan's Institute of Information Technology,ELECTRONICS & COMMUNICATION ENGG,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",251466.66666666663,3.41,,Private - Autonomous,Yes,Yes,www.vignaniit.co m
GMR Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Srikakulam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",301846.1538461539,3.16,,Private - Autonomous,Yes,Yes,www.gmrit.org
Madanapalle Institute of Technology and Science,ELECTRONICS & COMMUNICATION ENGG,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0,,Private - Autonomous,Yes,Yes,www.mits.ac.in
Gudlavalleru Engineering College,ELECTRONICS & COMMUNICATION ENGG,Gudlavalleru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",236241.66666666663,3.07,,Private - Autonomous,Yes,Yes,www.gecgudlaval leru.
Gayatri Vidya Parishad College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",239380.9523809524,3.47,,Private - Autonomous,Yes,Yes,www.gvpce.ac.in
QIS College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Vegamukkapalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",184450.0,0,,Private - Autonomous,Yes,Yes,www.qiscet.edu.i n
Raghu Engineering College,ELECTRONICS & COMMUNICATION ENGG,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",227000.0,3.06,,Private - Autonomous,Yes,Yes,www.raghuenggc ollege
Velagapudi Ramakrishna Siddhartha Engineering College,ELECTRONICS & COMMUNICATION ENGG,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",277277.7777777777,3.17,151.0,Private - Autonomous,Yes,Yes,www.vrsiddharth a.ac.
JNTUA College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0,,Government,Yes,Not Available,www.jntuacea.ac. in
